adm1_name,year_month,value,indicator,date,country
Garissa,2012-10,10,conflict_events,2012-10-01,Kenya
Garissa,2012-11,5,conflict_events,2012-11-01,Kenya
Garissa,2012-12,6,conflict_events,2012-12-01,Kenya
Garissa,2013-01,7,conflict_events,2013-01-01,Kenya
Garissa,2013-02,3,conflict_events,2013-02-01,Kenya
Garissa,2013-03,3,conflict_events,2013-03-01,Kenya
Garissa,2013-04,4,conflict_events,2013-04-01,Kenya
Garissa,2013-05,4,conflict_events,2013-05-01,Kenya
Garissa,2013-06,1,conflict_events,2013-06-01,Kenya
Garissa,2013-07,2,conflict_events,2013-07-01,Kenya
Garissa,2013-08,2,conflict_events,2013-08-01,Kenya
Garissa,2013-09,1,conflict_events,2013-09-01,Kenya
Garissa,2013-10,1,conflict_events,2013-10-01,Kenya
Garissa,2013-12,2,conflict_events,2013-12-01,Kenya
Garissa,2014-01,1,conflict_events,2014-01-01,Kenya
Garissa,2014-03,2,conflict_events,2014-03-01,Kenya
Garissa,2014-04,2,conflict_events,2014-04-01,Kenya
Garissa,2014-05,2,conflict_events,2014-05-01,Kenya
Garissa,2014-06,5,conflict_events,2014-06-01,Kenya
Garissa,2014-07,1,conflict_events,2014-07-01,Kenya
Garissa,2014-08,3,conflict_events,2014-08-01,Kenya
Garissa,2014-09,2,conflict_events,2014-09-01,Kenya
Garissa,2014-10,2,conflict_events,2014-10-01,Kenya
Garissa,2014-11,2,conflict_events,2014-11-01,Kenya
Garissa,2014-12,4,conflict_events,2014-12-01,Kenya
Garissa,2015-04,4,conflict_events,2015-04-01,Kenya
Garissa,2015-05,4,conflict_events,2015-05-01,Kenya
Garissa,2015-10,3,conflict_events,2015-10-01,Kenya
Garissa,2015-11,3,conflict_events,2015-11-01,Kenya
Garissa,2015-12,1,conflict_events,2015-12-01,Kenya
Garissa,2016-02,1,conflict_events,2016-02-01,Kenya
Garissa,2016-06,2,conflict_events,2016-06-01,Kenya
Garissa,2016-08,1,conflict_events,2016-08-01,Kenya
Garissa,2016-09,2,conflict_events,2016-09-01,Kenya
Garissa,2016-11,1,conflict_events,2016-11-01,Kenya
Garissa,2016-12,2,conflict_events,2016-12-01,Kenya
Garissa,2017-02,1,conflict_events,2017-02-01,Kenya
Garissa,2017-03,4,conflict_events,2017-03-01,Kenya
